"Item_001","Item_002","Item_003","Item_004","Item_005","Item_006","Item_007","Item_008","Item_009","Item_010","Item_011","Item_012","Item_013","Item_014","Item_015","Item_016","Item_017","Item_018","Item_019","Item_020","Item_021","Item_022","Item_023","Item_024","Item_025","Item_026","Item_027","Item_028","Item_029","Item_030","Item_031","Item_032","Item_033","Item_034","Item_035","Item_036","Item_037","Item_038","Item_039","Item_040","Item_041","Item_042","Item_043","Item_044","Item_045","Item_046","Item_047","Item_048","Item_049","Item_050","Item_051","Item_052","Item_053","Item_054","Item_055","Item_056","Item_057","Item_058","Item_059","Item_060","Item_061","Item_062","Item_063","Item_064","Item_065","Item_066","Item_067","Item_068","Item_069","Item_070","Item_071","Item_072","Item_073","Item_074","Item_075","Item_076","Item_077","Item_078","Item_079","Item_080","Item_081","Item_082","Item_083","Item_084","Item_085","Item_086","Item_087","Item_088","Item_089","Item_090","Item_091","Item_092","Item_093","Item_094","Item_095","Item_096","Item_097","Item_098","Item_099","Item_100","Item_101","Item_102","Item_103","Item_104","Item_105","Item_106","Item_107","Item_108","Item_109","Item_110","Item_111","Item_112","Item_113","Item_114","Item_115","Item_116","Item_117","Item_118","Item_119","Item_120","Item_121","Item_122","Item_123","Item_124","Item_125","Item_126","Item_127","Item_128","Item_129","Item_130","Item_131","Item_132","Item_133","Item_134","Item_135","Item_136","Item_137","Item_138","Item_139","Item_140","Item_141","Item_142","Item_143","Item_144","Item_145","Item_146","Item_147","Item_148","Item_149","Item_150","Item_151","Item_152","Item_153","Item_154","Item_155","Item_156","Item_157","Item_158","Item_159","Item_160","Item_161","Item_162","Item_163","Item_164","Item_165","Item_166","Item_167","Item_168","Item_169","Item_170","Item_171","Item_172","Item_173","Item_174","Item_175","Item_176","Item_177","Item_178","Item_179","Item_180","Item_181","Item_182","Item_183","Item_184","Item_185","Item_186","Item_187","Item_188","Item_189","Item_190","Item_191","Item_192","Item_193","Item_194","Item_195","Item_196","Item_197","Item_198","Item_199","Item_200","Item_201","Item_202","Item_203","Item_204","Item_205","Item_206","Item_207","Item_208","Item_209","Item_210","Item_211","Item_212","Item_213","Item_214","Item_215","Item_216","Item_217","Item_218","Item_219","Item_220","Item_221","Item_222","Item_223","Item_224","Item_225","Item_226","Item_227","Item_228","Item_229","Item_230","Item_231","Item_232","Item_233","Item_234","Item_235","Item_236","Item_237","Item_238","Item_239","Item_240","Item_241","Item_242","Item_243","Item_244","Item_245","Item_246","Item_247","Item_248","Item_249","Item_250","Item_251","Item_252","Item_253","Item_254","Item_255","Item_256","Item_257","Item_258","Item_259","Item_260","Item_261","Item_262","Item_263","Item_264","Item_265","Item_266","Item_267","Item_268","Item_269","Item_270","Item_271","Item_272","Item_273","Item_274","Item_275","Item_276","Item_277","Item_278","Item_279","Item_280","Item_281","Item_282","Item_283","Item_284","Item_285","Item_286"
55,50,64,54,57,54,49,61,55,57,59,53,59,58,55,59,52,63,55,56,53,52,65,54,55,58,51,62,57,59,57,49,63,58,59,55,52,64,58,56,57,54,63,58,57,55,51,61,58,59,58,52,65,54,58,54,50,62,56,60,57,52,65,54,58,59,52,64,59,60,54,51,61,58,58,56,53,61,57,58,55,49,62,53,57,59,51,64,55,57,56,52,63,58,57,54,49,63,54,59,57,52,64,58,60,59,51,63,56,58,57,50,61,58,58,57,53,61,57,57,54,51,62,58,56,56,49,64,59,58,54,50,60,58,56,57,52,60,57,54,54,53,60,54,56,57,52,60,58,56,55,51,61,57,54,57,49,59,53,55,58,52,64,54,58,55,53,61,56,55,58,49,60,55,60,54,49,64,57,55,59,50,61,58,55,55,51,62,57,56,57,50,60,54,56,54,53,65,53,54,54,50,59,57,57,53,49,62,54,55,57,51,65,54,59,54,50,60,56,54,57,53,61,55,55,57,51,61,54,55,58,50,65,55,56,55,49,62,55,57,56,51,60,58,56,55,49,64,53,55,55,49,65,55,55,57,50,63,57,58,55,53,65,58,59,54,50,60,54,55,56,53,64,58,55,55,53,60,59,56,54,53,62,59,58,54
60,44,52,49,48,55,42,52,52,47,58,44,51,53,48,59,44,51,54,48,56,43,52,50,46,57,43,48,52,48,58,44,50,52,49,56,46,48,54,47,60,45,48,52,49,57,42,51,52,47,57,45,50,53,45,60,46,50,55,47,56,45,48,53,46,59,43,50,51,47,55,43,49,51,45,59,43,50,51,49,55,43,48,52,47,54,43,52,54,48,59,44,52,52,47,58,44,50,52,49,57,42,48,54,49,58,46,48,49,49,59,43,50,52,47,58,44,49,53,45,57,43,48,51,45,57,44,52,51,48,56,45,50,50,49,56,42,48,51,48,59,45,48,50,47,56,44,49,54,47,59,44,52,53,48,56,46,51,54,47,56,44,50,53,47,55,42,51,51,49,54,44,51,49,45,56,45,51,54,47,59,45,48,54,46,59,44,51,50,45,58,44,49,54,49,57,46,52,50,48,58,42,52,50,49,55,44,49,50,46,56,44,50,52,49,57,44,50,51,45,59,46,48,50,45,57,45,49,52,47,58,43,51,51,46,57,44,48,54,46,57,45,51,50,49,58,45,50,54,49,55,45,49,54,47,58,43,52,50,46,57,43,52,54,48,59,43,52,51,46,58,46,48,50,45,57,43,51,52,45,56,43,48,50,46,57
56,52,53,44,56,55,50,56,41,55,55,49,53,44,58,57,55,54,42,56,58,50,51,43,56,56,55,52,41,54,54,54,53,40,55,58,50,53,42,58,57,53,51,40,56,55,51,54,40,59,54,54,52,41,56,56,50,52,40,58,56,52,52,43,54,53,53,56,43,55,58,51,53,41,57,55,54,52,44,59,57,53,55,41,59,58,51,54,41,58,58,51,54,41,58,53,53,55,44,57,58,52,53,44,57,56,51,54,42,60,54,49,55,40,58,55,54,53,41,58,57,53,56,42,58,56,54,54,40,57,54,51,54,41,58,55,50,55,43,57,55,52,52,41,56,56,53,54,44,58,57,53,54,40,58,56,51,52,42,58,57,51,53,41,55,55,50,53,42,60,56,51,57,43,55,54,53,57,40,57,59,54,56,44,57,55,54,53,42,54,58,53,56,42,56,59,51,52,40,56,56,53,52,42,57,57,50,55,42,56,58,54,53,42,56,57,52,54,40,56,54,50,54,41,60,56,50,54,42,59,54,51,55,41,56,58,54,55,43,59,55,53,54,43,56,57,51,56,43,55,57,54,54,43,55,54,51,54,43,54,56,53,54,42,59,58,52,55,44,59,55,50,56,40,58,56,52,54,42,55,55,51,52,43,57,58
54,32,64,57,52,54,34,61,58,49,49,34,59,59,52,53,33,60,59,53,52,32,61,56,51,54,34,64,58,50,51,31,62,57,52,51,32,60,59,50,52,32,62,58,49,54,34,64,54,53,50,34,61,55,51,51,32,60,57,54,50,35,65,55,53,54,32,61,57,53,53,32,61,54,52,49,33,64,56,51,54,33,61,56,53,54,32,61,57,51,52,33,62,57,50,52,35,61,58,50,54,35,65,56,50,51,33,61,55,51,50,33,59,56,52,54,33,60,55,53,53,32,60,54,53,52,32,63,56,51,54,34,59,56,52,53,32,62,59,52,50,32,61,55,50,53,31,65,55,50,52,32,61,57,50,54,33,62,57,50,53,32,63,53,53,52,33,63,57,53,50,32,62,58,50,54,33,63,57,50,51,34,61,54,51,53,33,60,54,51,50,33,63,55,49,53,34,64,58,52,53,32,63,54,53,52,34,60,55,53,51,34,63,59,51,54,34,63,56,49,53,33,64,55,52,54,35,61,59,53,52,33,62,57,50,52,34,64,56,50,51,33,62,56,51,50,33,63,53,49,51,32,63,56,51,52,32,61,53,51,51,33,61,54,52,54,34,65,54,53,53,33,64,58,48,53,33,63,56,52,52,34,64,57,50,54
52,55,44,67,55,53,54,42,67,54,56,54,43,66,58,53,55,44,65,55,52,57,42,64,55,55,57,43,69,53,56,54,45,67,53,56,55,44,67,56,52,54,41,66,53,52,57,45,70,55,52,53,44,69,53,56,56,44,69,55,52,53,43,69,56,54,54,41,69,53,56,57,41,69,53,56,56,42,68,55,56,58,45,64,52,52,56,42,69,57,56,56,43,70,56,54,57,43,65,54,55,53,43,68,57,56,53,41,69,53,53,57,44,70,52,56,55,43,67,52,53,56,43,67,56,55,52,43,65,56,52,57,44,67,53,55,57,41,66,57,55,56,44,69,53,53,57,42,69,53,52,56,41,67,57,54,54,42,69,55,53,53,42,70,54,55,53,43,64,55,56,58,44,69,57,52,57,43,64,54,54,54,42,66,58,55,54,43,64,54,55,58,43,69,53,56,57,42,68,56,53,56,44,68,53,55,53,42,65,55,53,53,42,68,56,53,55,41,68,56,55,53,42,65,56,55,54,45,65,57,56,57,45,69,55,53,54,43,66,58,53,53,44,65,55,56,55,45,70,53,52,56,43,65,57,54,57,44,67,55,52,57,43,68,57,56,57,43,70,57,55,53,41,64,53,54,53,44,64,57,52,53,45,64,55,54
36,46,55,57,56,36,46,58,57,57,35,43,56,58,56,38,46,60,59,56,36,46,58,57,58,35,43,55,60,58,35,47,58,55,60,37,43,58,60,59,37,45,61,58,57,38,45,57,60,57,37,43,60,56,60,37,45,59,59,56,39,44,58,59,56,37,45,59,59,58,39,47,57,55,56,38,46,58,57,57,38,43,61,55,56,37,47,57,58,59,37,46,60,58,57,39,47,56,57,59,39,47,58,56,58,35,43,61,55,58,38,44,60,59,57,37,47,57,55,58,35,43,56,56,60,37,44,57,56,56,35,44,57,57,56,35,43,55,58,56,38,45,58,58,56,36,47,57,58,56,37,46,56,56,59,35,46,60,57,59,39,46,56,58,60,38,44,55,59,60,36,43,59,55,60,37,47,58,55,60,37,45,60,56,57,38,45,55,58,55,37,47,56,57,60,37,44,57,56,58,35,46,57,56,60,38,44,59,58,58,35,43,60,59,59,35,46,59,59,58,36,44,61,59,59,35,47,61,54,57,38,46,57,56,59,39,45,57,56,60,36,44,60,56,55,35,45,58,58,56,39,47,60,56,56,39,44,58,57,61,37,44,60,59,60,36,47,56,55,56,38,46,60,56,56,38,47,59,57,55,36,45,58,56,56,39
59,45,58,39,45,58,43,58,42,42,56,44,58,40,44,58,43,58,40,41,55,44,60,42,43,56,45,57,39,45,53,47,57,40,44,58,45,61,40,45,58,46,62,40,43,57,45,58,39,42,57,46,59,42,44,57,43,61,39,41,54,44,63,41,44,57,44,58,41,42,58,46,59,43,41,54,47,62,42,45,58,46,62,43,45,55,44,61,39,43,58,45,58,41,41,56,43,58,39,44,57,47,61,42,43,54,46,62,42,45,58,43,59,41,43,54,47,62,42,45,57,46,60,43,44,53,47,60,42,42,58,43,58,43,44,58,45,59,40,44,54,43,62,39,45,57,46,59,40,43,54,44,61,43,43,55,44,61,42,45,58,46,59,40,43,54,45,57,41,44,54,47,62,43,41,56,43,61,43,44,55,45,61,39,44,54,45,58,41,42,56,44,57,42,45,53,46,61,41,43,54,44,62,43,43,54,46,62,43,43,57,46,63,41,43,58,47,59,40,45,58,45,61,39,41,56,45,58,42,43,54,46,63,40,44,56,47,62,43,41,58,46,61,43,41,53,46,61,42,44,58,47,59,40,42,55,44,57,42,44,55,43,59,42,41,57,44,59,40,42,56,45,61,42,43,58,46,59,39,42,56,45,60,41,42,53
39,46,67,59,35,39,50,64,60,33,36,46,65,56,35,37,49,64,56,35,38,47,66,59,34,37,50,69,58,34,40,47,63,54,34,37,47,65,56,34,39,49,63,57,33,39,48,67,56,32,36,47,66,59,33,38,48,64,60,35,40,49,67,56,35,37,48,68,58,36,38,47,66,55,35,39,47,63,57,33,40,49,67,56,35,38,46,67,56,35,37,47,63,60,34,38,50,63,56,33,38,49,65,57,33,36,47,64,56,35,39,48,69,58,35,38,46,65,60,34,38,46,67,59,34,40,46,63,59,33,36,47,69,55,34,36,49,66,55,35,39,46,67,57,33,38,46,69,58,36,39,50,68,59,33,36,49,67,59,35,37,46,66,55,35,38,48,65,58,33,38,50,66,56,33,38,46,65,56,36,37,50,65,58,33,39,50,67,56,36,37,49,63,55,32,39,50,67,57,34,38,49,67,60,36,38,49,65,57,33,37,50,65,55,35,38,49,65,56,32,39,48,64,54,35,37,49,66,57,33,39,48,68,56,34,39,46,64,59,33,38,47,68,55,32,37,48,64,57,34,37,46,64,56,35,37,49,67,54,34,38,47,68,55,33,38,46,64,57,35,37,50,65,59,34,40,46,64,57,35,38,46,68,57,35,37
45,45,67,66,61,44,42,63,60,58,46,45,63,64,59,44,42,67,61,60,44,42,69,66,62,42,43,69,63,61,43,44,67,61,58,46,46,68,61,58,46,42,64,65,63,45,45,63,62,62,42,44,65,66,61,45,43,67,63,60,44,44,66,66,62,43,45,66,64,62,44,45,67,66,60,43,43,66,62,61,43,45,65,62,63,45,45,63,61,63,43,43,66,65,60,45,44,65,65,59,46,43,67,63,58,43,44,65,61,62,44,44,63,60,62,45,42,69,64,59,43,45,65,64,58,45,45,66,66,61,45,43,63,63,59,42,46,69,64,59,43,44,67,66,60,46,43,64,65,60,45,46,66,65,62,43,45,65,65,60,43,45,66,64,59,43,43,64,63,62,46,42,68,61,61,46,43,65,64,59,45,45,64,61,63,42,43,69,66,58,44,43,66,61,60,45,46,64,64,59,45,44,68,62,58,42,44,65,62,59,43,45,67,61,62,42,43,67,66,61,46,43,69,64,61,44,43,65,60,61,46,44,68,63,62,45,46,63,64,62,43,44,66,61,63,42,42,66,63,62,45,42,67,66,57,46,42,68,64,63,44,42,64,62,59,46,44,67,64,59,46,45,63,63,61,44,42,67,61,58,45,45,65,61,62,45
26,33,60,43,35,26,32,64,40,35,26,33,61,44,33,25,32,61,42,32,27,33,60,40,34,26,33,60,43,32,26,34,62,43,33,26,34,63,42,36,25,32,64,40,32,26,32,61,44,32,26,34,61,41,35,26,32,64,43,32,27,32,61,41,36,26,32,58,44,34,25,34,61,43,35,27,32,61,40,34,27,32,60,41,36,27,34,61,42,35,26,35,59,43,34,27,34,59,42,34,26,34,63,43,34,26,34,60,44,34,25,33,59,43,34,26,32,59,41,33,26,35,59,43,35,27,34,62,42,35,27,33,58,43,36,25,33,59,41,35,25,34,62,42,35,25,34,61,42,35,25,34,61,43,34,26,34,58,43,34,27,33,62,42,33,26,32,59,40,33,27,32,60,43,34,25,32,64,43,34,27,34,62,44,35,25,34,59,43,36,27,34,59,44,36,27,31,63,43,35,27,32,62,42,34,27,32,63,43,33,25,33,61,43,35,25,32,59,42,33,25,32,59,43,34,26,33,59,42,35,25,34,60,43,35,25,32,58,43,33,26,34,61,41,34,27,32,61,40,34,26,33,63,40,35,25,32,60,42,35,26,33,60,40,35,25,34,62,43,34,26,32,59,43,35,26,34,59,40,35,25,34,63,41,35,27
37,56,38,48,50,40,58,37,51,55,39,54,36,48,51,37,58,39,49,50,40,55,36,49,50,39,59,37,50,54,37,57,37,48,50,40,54,38,48,54,39,53,36,50,50,40,57,37,47,52,39,54,39,50,53,40,56,39,47,53,40,57,35,51,53,39,55,38,50,53,40,57,36,51,52,37,56,37,48,51,39,57,38,51,51,37,59,35,48,54,37,58,38,50,54,40,54,35,51,52,41,53,38,50,50,40,59,39,51,51,39,54,37,48,54,38,58,37,50,50,40,53,36,49,50,40,56,38,48,53,37,57,35,49,53,38,54,37,50,54,37,58,39,50,49,39,56,39,49,52,39,58,38,50,54,39,55,35,49,54,39,57,35,50,52,39,58,36,51,49,37,54,37,49,53,38,54,37,48,53,39,54,38,48,53,39,56,35,48,51,38,54,36,50,53,38,57,37,49,50,39,53,36,49,53,39,57,35,51,54,40,58,37,48,51,39,58,37,49,52,41,58,35,50,52,40,56,38,48,53,40,54,37,49,51,37,54,38,49,53,37,57,38,47,51,38,58,38,48,51,39,55,37,51,50,40,58,37,48,53,39,56,37,48,50,40,54,38,47,54,38,54,36,50,53,40,58,37,50,51,39,56,39,48,53,39
56,51,53,38,44,55,51,57,36,47,57,52,55,37,44,55,49,57,39,47,58,51,56,36,48,57,51,57,38,47,58,48,55,37,47,55,52,57,36,44,56,48,57,37,45,56,52,58,38,46,55,48,56,35,44,56,52,55,36,47,58,50,57,37,45,57,49,56,37,46,58,49,56,36,46,54,50,56,39,45,58,48,58,36,47,55,48,56,36,45,58,51,57,37,48,54,49,54,37,45,56,52,56,37,44,56,49,58,38,44,55,52,56,38,45,56,50,58,36,45,57,51,56,36,45,55,52,53,38,45,57,51,54,35,44,57,52,57,38,47,56,50,58,37,47,58,50,55,38,45,56,49,55,38,46,53,50,57,37,46,59,50,54,38,44,57,48,56,37,45,53,51,56,35,48,56,48,57,35,45,55,48,58,36,46,57,50,57,36,47,54,48,56,37,45,56,50,54,38,47,58,50,56,36,48,56,48,58,35,48,58,51,56,36,47,59,51,58,38,44,59,50,55,35,45,57,50,56,38,46,55,50,57,35,46,55,51,54,38,47,54,50,54,38,47,53,48,57,35,44,58,48,53,36,48,57,48,54,38,45,58,51,57,38,47,57,49,55,36,47,57,48,56,37,44,54,48,55,39,46,54,50,55,36,45,56
58,21,45,38,58,55,20,45,41,57,58,21,47,39,58,55,20,47,40,55,55,19,45,42,59,53,19,46,41,56,58,20,47,42,56,59,20,49,39,56,56,21,47,42,56,54,20,48,40,56,58,20,45,38,55,53,20,47,41,60,59,20,46,40,56,56,20,49,41,58,57,19,49,40,59,56,21,49,39,58,59,21,45,39,60,57,19,46,39,55,53,20,48,38,58,57,21,45,42,56,57,20,45,39,56,53,20,49,40,61,55,21,47,41,57,56,21,48,41,59,57,21,49,39,58,55,19,48,39,58,56,19,45,41,56,55,20,46,40,55,53,20,45,42,56,55,19,47,41,57,54,20,47,40,57,56,21,46,38,57,55,20,47,42,56,55,20,48,39,58,58,20,49,40,57,57,20,47,39,58,56,21,48,41,57,55,20,48,41,56,57,19,45,40,56,56,20,46,39,56,57,20,47,40,55,56,21,49,40,58,54,20,45,38,56,59,21,49,38,56,53,20,48,38,60,59,21,48,39,59,56,20,48,41,59,55,19,48,39,60,54,20,45,41,58,58,20,45,39,59,58,21,47,42,59,54,20,47,39,58,55,20,48,40,59,57,19,45,40,61,58,20,45,41,56,55,20,49,39,58,54,20,46,41,60,53
46,58,53,38,71,47,60,53,41,71,46,58,52,40,75,48,58,52,39,71,49,58,51,41,74,48,60,51,37,77,46,58,52,39,73,47,60,51,39,72,49,62,49,40,74,49,63,50,37,74,46,64,49,37,75,47,63,49,39,71,47,63,53,38,71,50,63,51,37,76,47,61,50,39,70,50,64,51,38,74,48,62,49,40,74,50,62,54,39,76,46,61,50,38,72,49,59,53,37,76,49,60,53,38,73,49,61,51,38,70,48,59,50,40,72,49,64,52,40,71,50,60,51,37,73,46,64,50,39,70,50,59,49,38,74,48,60,51,38,75,49,64,50,40,71,48,61,48,41,75,50,58,49,39,76,50,63,53,40,74,49,60,50,39,75,47,61,50,38,70,48,60,50,39,73,49,62,53,38,74,50,60,53,38,73,49,59,53,40,72,49,62,52,38,70,49,64,51,39,72,49,60,50,41,74,46,62,51,37,72,48,59,52,38,74,47,61,51,39,71,48,63,52,40,72,48,63,53,40,72,50,63,50,39,72,49,63,52,38,76,46,59,49,39,71,46,63,51,38,74,46,61,50,39,77,46,58,53,39,69,46,59,52,38,76,50,60,53,39,70,46,59,52,37,73,50,58,53,39,71,49,62,53,40,71,48
37,44,62,58,44,37,45,62,56,43,39,43,59,61,41,39,42,65,58,42,37,43,61,58,42,37,41,60,57,41,39,44,59,59,42,36,42,61,57,45,37,42,59,57,42,39,43,59,60,45,39,45,63,59,42,38,41,62,60,42,40,44,63,55,42,37,44,61,57,42,39,43,64,56,43,37,44,63,55,44,39,43,61,57,44,38,44,60,59,44,38,42,60,60,41,37,41,64,60,42,37,44,61,60,43,37,45,64,58,44,37,43,59,55,42,40,44,60,59,42,38,41,61,56,43,38,42,65,61,45,40,43,62,59,41,38,43,64,60,43,39,44,65,59,41,39,45,61,61,42,37,43,62,61,44,37,45,63,60,42,37,45,64,57,41,37,42,64,57,41,38,42,64,58,44,39,44,64,58,43,37,44,61,58,45,38,41,62,58,42,38,43,64,58,44,39,42,59,59,45,38,44,63,60,43,38,42,60,56,42,37,42,62,57,43,39,42,63,59,44,38,41,64,58,45,39,41,65,56,45,38,42,63,55,43,39,44,62,61,43,38,44,60,58,42,37,44,65,56,43,38,42,60,60,44,39,43,65,61,42,37,44,64,58,43,39,43,61,59,43,39,42,63,56,42,39,43,65,60,44,40,43,64,58,43,40
59,50,57,56,48,61,53,56,56,48,63,50,56,55,48,65,50,58,55,48,64,52,57,53,50,62,54,59,55,47,59,51,61,52,50,63,53,55,55,47,61,50,56,55,48,62,50,56,57,49,64,54,58,53,50,65,52,60,53,50,62,52,57,56,51,63,51,55,56,51,62,50,61,53,48,62,50,58,55,50,60,53,60,54,47,62,52,60,52,50,63,54,56,52,50,62,50,59,53,48,62,50,55,52,49,62,52,60,56,47,61,51,58,56,50,63,50,55,55,47,63,51,56,52,51,60,49,59,55,49,63,54,61,54,47,61,52,60,53,50,60,52,56,52,48,62,52,60,52,49,63,54,60,53,49,63,54,57,55,50,64,54,60,52,48,62,51,60,56,51,65,51,57,53,47,63,50,58,56,50,62,53,59,52,50,65,50,57,55,49,64,51,58,56,49,63,50,58,53,47,61,53,58,56,48,65,54,60,55,48,65,52,57,53,47,65,53,59,52,47,61,52,56,56,48,63,53,60,52,47,62,52,60,53,51,62,53,59,53,49,65,52,57,53,47,61,51,56,53,49,62,51,57,53,51,60,51,57,55,47,62,52,57,54,49,60,54,56,54,49,62,51,60,52,49,64,51,60,54,48,60,50,55,56,51,61
34,51,31,63,55,33,55,34,60,54,33,53,31,61,52,32,50,33,59,53,35,53,31,62,51,35,53,31,63,53,31,52,31,59,56,33,54,31,60,56,32,52,32,62,51,32,51,32,60,52,32,52,33,60,53,34,54,32,62,54,34,51,31,62,55,32,53,32,59,54,32,55,30,63,55,32,55,31,61,53,33,54,32,62,51,32,55,31,61,51,34,52,33,62,52,34,51,31,60,51,32,53,31,62,55,32,51,33,61,55,34,53,32,63,52,34,53,32,58,52,34,55,31,59,54,33,53,31,62,51,34,55,32,58,51,34,51,31,62,54,32,53,33,58,52,34,53,32,58,51,34,52,32,61,54,34,55,31,61,56,34,54,32,58,54,33,53,32,58,51,31,51,33,62,53,34,51,32,63,55,31,55,33,59,52,35,53,33,60,53,33,52,32,61,51,35,52,33,60,51,32,52,33,61,53,34,51,32,59,54,32,55,32,61,53,34,54,32,58,52,32,55,31,57,51,34,53,31,60,51,34,54,34,60,50,35,55,33,59,52,33,53,32,57,53,33,51,31,61,52,34,53,32,58,55,34,50,32,58,51,33,53,32,63,55,34,54,32,57,53,34,52,32,62,54,32,54,33,60,52,32,52,31,57,54,34
51,39,57,62,42,51,40,53,61,41,50,41,55,63,42,51,40,53,63,44,47,39,55,62,40,49,41,54,57,44,47,41,54,61,44,49,38,54,60,43,49,37,55,62,44,51,38,53,63,40,47,38,53,61,40,49,39,53,59,44,49,39,54,63,43,51,38,56,61,44,51,38,53,58,42,48,40,53,61,42,49,41,54,59,41,51,40,53,60,40,47,40,54,57,43,48,37,52,62,42,50,39,54,62,41,50,40,57,62,42,48,40,54,59,41,50,39,54,57,41,50,38,56,58,41,49,39,52,59,40,48,40,55,61,42,48,39,52,59,41,50,40,52,60,43,49,37,55,63,43,48,37,53,58,42,47,38,56,62,41,51,37,52,59,42,50,40,53,63,43,47,40,53,62,40,50,38,56,62,42,48,40,53,61,44,48,37,54,58,40,47,38,56,61,41,51,41,56,60,40,48,39,52,62,43,51,40,51,58,44,51,40,54,63,43,47,38,56,59,41,50,40,53,57,42,48,39,54,62,43,51,40,54,62,42,48,37,57,60,43,50,37,52,60,44,50,39,54,61,41,51,39,56,61,43,47,40,56,59,41,47,38,56,60,41,51,38,52,58,44,47,40,52,61,41,49,39,54,59,44,50,40,54,62,43,47
42,34,48,26,47,45,35,45,27,45,45,34,46,28,47,42,36,48,27,45,45,34,45,28,47,45,34,48,28,46,44,35,45,28,44,45,35,48,27,47,42,36,49,28,48,43,37,48,26,46,46,34,46,26,47,45,35,49,27,45,42,34,47,27,46,46,35,45,28,48,45,33,48,27,46,44,37,49,27,44,44,33,45,28,46,45,35,47,27,45,44,37,45,26,48,46,35,47,27,46,44,35,45,27,48,44,34,46,28,47,45,35,48,26,44,45,34,45,27,46,46,34,45,27,46,45,34,49,28,48,45,34,46,27,46,45,36,47,27,46,44,35,48,28,47,45,34,49,26,45,44,34,48,28,44,43,35,47,28,48,44,36,49,27,46,46,35,47,26,45,45,36,48,28,45,44,34,49,27,47,45,35,49,28,45,44,37,46,26,44,42,35,46,27,46,43,35,48,27,44,45,33,46,27,45,45,35,49,27,45,46,33,48,28,44,45,34,47,27,47,42,34,48,27,47,44,33,45,26,48,42,35,49,26,45,43,36,48,28,48,45,36,49,27,48,46,35,48,28,45,45,34,45,27,45,43,34,49,28,47,45,36,46,27,47,43,36,45,26,48,42,36,49,26,44,46,34,47,28,46,43,34,47,26,48,44
38,66,46,44,39,39,64,48,46,36,38,65,45,43,37,39,67,47,46,39,38,63,48,43,36,38,63,46,42,37,37,66,49,44,38,39,63,45,43,39,39,68,49,45,36,36,63,46,44,37,39,67,48,44,39,37,66,46,44,36,39,63,49,46,35,37,66,48,43,39,36,63,45,45,37,37,63,45,44,38,38,64,45,45,36,39,62,45,46,39,37,67,46,42,37,39,64,48,43,37,39,62,46,46,37,36,65,47,45,38,36,66,49,43,36,37,62,47,44,35,37,65,46,43,38,39,66,49,45,39,40,68,48,45,38,36,68,49,45,35,37,62,49,42,39,39,68,45,46,36,37,64,47,43,36,38,65,49,42,37,39,68,45,46,36,37,67,49,43,37,38,62,47,45,35,37,67,46,45,38,39,63,49,42,36,38,63,49,43,38,36,63,49,45,37,40,62,45,45,35,39,63,45,44,36,36,65,46,46,36,40,64,49,44,37,37,63,45,45,38,40,67,46,43,37,37,65,47,42,37,36,67,49,46,36,40,65,46,45,38,36,62,47,46,35,37,64,48,45,36,37,67,46,42,35,37,65,46,42,36,38,66,48,44,38,38,64,48,43,37,38,67,45,46,37,39,65,45,44,35,38,66,46,44,36,39
50,72,45,66,33,51,71,43,65,35,51,66,43,64,34,53,66,44,67,35,52,67,43,67,32,50,71,46,68,33,49,70,46,63,34,52,70,42,65,34,51,67,46,62,33,51,70,42,65,35,53,67,44,68,33,50,68,45,65,34,49,69,45,65,34,49,69,44,62,34,51,66,43,68,32,53,66,45,68,34,49,72,44,65,33,49,67,43,68,32,52,69,42,67,35,49,68,45,62,33,51,72,42,63,34,53,69,44,65,32,48,70,46,67,33,50,66,45,68,32,50,71,43,62,33,50,70,43,67,33,49,67,43,68,34,49,66,43,65,34,51,66,43,63,33,50,70,43,63,33,52,69,45,65,33,50,68,42,63,34,51,68,46,63,34,53,71,46,65,34,49,71,43,64,34,49,69,44,68,34,53,69,45,62,32,52,68,42,68,31,49,70,42,66,35,52,66,44,68,34,51,72,42,66,32,52,71,46,67,34,51,72,45,68,33,54,68,43,65,32,49,66,45,66,34,50,68,43,62,33,49,72,44,67,34,50,71,46,63,32,52,69,43,66,33,50,68,46,67,34,53,72,45,63,33,51,68,42,64,34,50,67,45,62,32,49,72,42,67,32,49,68,44,66,34,53,66,45,67,33,52,70,43,68,31,51
